current_progress,state,next_word 
aesirBYYBBstolnGBGBBalephBBYBY,BBYBY,shove
aesirBYYBBstolnGBGBBalephBBYBYshoveGGGGG,GGGGG,OKAY
aesirBYYBBstolnGBGBBalephBBYYB,BBYYB,spoke
aesirBYYBBstolnGBGBBalephBBYYBspokeGGGGG,GGGGG,OKAY
aesirBYYBBstolnGBGBBalephBBYGB,BBYGB,scope
aesirBYYBBstolnGBGBBalephBBYGBscopeGGGGG,GGGGG,OKAY
aesirBYYBBstolnGBGBY,GBGBY,aahed
aesirBYYBBstolnGBGBYaahedBBBYB,BBBYB,scone
aesirBYYBBstolnGBGBYaahedBBBYBsconeGGGGG,GGGGG,OKAY
aesirBYYBBstolnGBGBYaahedBBYYB,BBYYB,shone
aesirBYYBBstolnGBGBYaahedBBYYBshoneGGGGG,GGGGG,OKAY
aesirBYYBBstolnGBGYB,GBGYB,slope
aesirBYYBBstolnGBGYBslopeGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBBB,GYBBB,aahed
aesirBYYBBstolnGYBBBaahedBBBYB,BBBYB,swept
aesirBYYBBstolnGYBBBaahedBBBYBsweptGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBBBaahedBBBGB,BBBGB,sweet
aesirBYYBBstolnGYBBBaahedBBBGBsweetGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBBBaahedBBYGB,BBYGB,sheet
aesirBYYBBstolnGYBBBaahedBBYGBsheetGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBBY,GYBBY,abaca
aesirBYYBBstolnGYBBYabacaBBBBB,BBBBB,spent
aesirBYYBBstolnGYBBYabacaBBBBBspentGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBBYabacaBBBYB,BBBYB,scent
aesirBYYBBstolnGYBBYabacaBBBYBscentGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBYB,GYBYB,aahed
aesirBYYBBstolnGYBYBaahedBBBYB,BBBYB,slept
aesirBYYBBstolnGYBYBaahedBBBYBsleptGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBYBaahedBBBGB,BBBGB,sleet
aesirBYYBBstolnGYBYBaahedBBBGBsleetGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBGB,GYBGB,abamp
aesirBYYBBstolnGYBGBabampBBBBY,BBBBY,spelt
aesirBYYBBstolnGYBGBabampBBBBYspeltGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYBGBabampBBBYB,BBBYB,smelt
aesirBYYBBstolnGYBGBabampBBBYBsmeltGGGGG,GGGGG,OKAY
aesirBYYBBstolnGYGBB,GYGBB,smote
aesirBYYBBstolnGYGBBsmoteGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGBBB,GGBBB,aahed
aesirBYYBBstolnGGBBBaahedBBBGB,BBBGB,steep
aesirBYYBBstolnGGBBBaahedBBBGBsteepGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGBBBaahedBBBGG,BBBGG,steed
aesirBYYBBstolnGGBBBaahedBBBGGsteedGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGBYB,GGBYB,steel
aesirBYYBBstolnGGBYBsteelGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGBGB,GGBGB,style
aesirBYYBBstolnGGBGBstyleGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGGBB,GGGBB,aback
aesirBYYBBstolnGGGBBabackBBBBB,BBBBB,stove
aesirBYYBBstolnGGGBBabackBBBBBstoveGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGGBBabackBBBBY,BBBBY,stoke
aesirBYYBBstolnGGGBBabackBBBBYstokeGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGGBY,GGGBY,stone
aesirBYYBBstolnGGGBYstoneGGGGG,GGGGG,OKAY
aesirBYYBBstolnGGGGB,GGGGB,stole
aesirBYYBBstolnGGGGBstoleGGGGG,GGGGG,OKAY
aesirBYYBY,BYYBY,porch
aesirBYYBYporchBBYBB,BBYBB,abaft
aesirBYYBYporchBBYBBabaftBBBBB,BBBBB,dress
aesirBYYBYporchBBYBBabaftBBBBBdressGGGGG,GGGGG,OKAY
aesirBYYBYporchBBYBBabaftBBBBY,BBBBY,stern
aesirBYYBYporchBBYBBabaftBBBBYsternGGGGG,GGGGG,OKAY
aesirBYYBYporchBBYBBabaftBBBBG,BBBBG,wrest
aesirBYYBYporchBBYBBabaftBBBBGwrestGGGGG,GGGGG,OKAY
aesirBYYBYporchBBYBG,BBYBG,fresh
aesirBYYBYporchBBYBGfreshGGGGG,GGGGG,OKAY
aesirBYYBYporchBBYYB,BBYYB,aarti
aesirBYYBYporchBBYYBaartiBBYBB,BBYBB,cress
aesirBYYBYporchBBYYBaartiBBYBBcressGGGGG,GGGGG,OKAY
aesirBYYBYporchBBYYBaartiBBYYB,BBYYB,crest
aesirBYYBYporchBBYYBaartiBBYYBcrestGGGGG,GGGGG,OKAY
aesirBYYBYporchBBGBB,BBGBB,aargh
aesirBYYBYporchBBGBBaarghBBGBB,BBGBB,nurse
aesirBYYBYporchBBGBBaarghBBGBBnurseGGGGG,GGGGG,OKAY
aesirBYYBYporchBBGBBaarghBBGGB,BBGGB,surge
aesirBYYBYporchBBGBBaarghBBGGBsurgeGGGGG,GGGGG,OKAY
aesirBYYBYporchBBGBY,BBGBY,shrew
aesirBYYBYporchBBGBYshrewGGGGG,GGGGG,OKAY
aesirBYYBYporchBBGYB,BBGYB,abase
aesirBYYBYporchBBGYBabaseBBBYY,BBBYY,screw
aesirBYYBYporchBBGYBabaseBBBYYscrewGGGGG,GGGGG,OKAY
aesirBYYBYporchBBGYBabaseBBBYG,BBBYG,scree
aesirBYYBYporchBBGYBabaseBBBYGscreeGGGGG,GGGGG,OKAY
aesirBYYBYporchBBGYBabaseBBBGG,BBBGG,curse
aesirBYYBYporchBBGYBabaseBBBGGcurseGGGGG,GGGGG,OKAY
aesirBYYBYporchBYYBB,BYYBB,actin
aesirBYYBYporchBYYBBactinBBBBB,BBBBB,swore
aesirBYYBYporchBYYBBactinBBBBBsworeGGGGG,GGGGG,OKAY
aesirBYYBYporchBYYBBactinBBBBY,BBBBY,snore
aesirBYYBYporchBYYBBactinBBBBYsnoreGGGGG,GGGGG,OKAY
aesirBYYBYporchBYYBBactinBBYBB,BBYBB,store
aesirBYYBYporchBYYBBactinBBYBBstoreGGGGG,GGGGG,OKAY
aesirBYYBYporchBYYBY,BYYBY,shore
aesirBYYBYporchBYYBYshoreGGGGG,GGGGG,OKAY
aesirBYYBYporchBYYYB,BYYYB,score
aesirBYYBYporchBYYYBscoreGGGGG,GGGGG,OKAY
aesirBYYBYporchBGYBB,BGYBB,rouse
aesirBYYBYporchBGYBBrouseGGGGG,GGGGG,OKAY
aesirBYYBYporchBGGBB,BGGBB,worse
aesirBYYBYporchBGGBBworseGGGGG,GGGGG,OKAY
aesirBYYBYporchBGGBY,BGGBY,horse
aesirBYYBYporchBGGBYhorseGGGGG,GGGGG,OKAY
aesirBYYBYporchYBYBB,YBYBB,sperm
aesirBYYBYporchYBYBBspermGGGGG,GGGGG,OKAY
aesirBYYBYporchYBGBB,YBGBB,spree
aesirBYYBYporchYBGBBspreeGGGGG,GGGGG,OKAY
aesirBYYBYporchYYYBB,YYYBB,spore
aesirBYYBYporchYYYBBsporeGGGGG,GGGGG,OKAY
aesirBYYBYporchGBYBB,GBYBB,press
aesirBYYBYporchGBYBBpressGGGGG,GGGGG,OKAY
aesirBYYBYporchGBGBB,GBGBB,purse
aesirBYYBYporchGBGBBpurseGGGGG,GGGGG,OKAY
aesirBYYBYporchGYYBB,GYYBB,prose
aesirBYYBYporchGYYBBproseGGGGG,GGGGG,OKAY
aesirBYYBG,BYYBG,autos
aesirBYYBGautosBBBBY,BBBBY,aahed
aesirBYYBGautosBBBBYaahedBBBGB,BBBGB,sneer
aesirBYYBGautosBBBBYaahedBBBGBsneerGGGGG,GGGGG,OKAY
aesirBYYBGautosBBBBYaahedBBYGB,BBYGB,sheer
aesirBYYBGautosBBBBYaahedBBYGBsheerGGGGG,GGGGG,OKAY
aesirBYYBGautosBBBYY,BBBYY,abaca
aesirBYYBGautosBBBYYabacaBBBBB,BBBBB,sower
aesirBYYBGautosBBBYYabacaBBBBBsowerGGGGG,GGGGG,OKAY
aesirBYYBGautosBBBYYabacaBYBBB,BYBBB,sober
aesirBYYBGautosBBBYYabacaBYBBBsoberGGGGG,GGGGG,OKAY
aesirBYYBGautosBBYBY,BBYBY,steer
aesirBYYBGautosBBYBYsteerGGGGG,GGGGG,OKAY
aesirBYYBGautosBBGBY,BBGBY,ester
aesirBYYBGautosBBGBYesterGGGGG,GGGGG,OKAY
aesirBYYBGautosBYBBY,BYBBY,usher
aesirBYYBGautosBYBBYusherGGGGG,GGGGG,OKAY
aesirBYYBGautosBGBBY,BGBBY,aargh
aesirBYYBGautosBGBBYaarghBBYBB,BBYBB,super
aesirBYYBGautosBGBBYaarghBBYBBsuperGGGGG,GGGGG,OKAY
aesirBYYBGautosBGBBYaarghBBGBB,BBGBB,surer
aesirBYYBGautosBGBBYaarghBBGBBsurerGGGGG,GGGGG,OKAY
aesirBYYYB,BYYYB,pling
aesirBYYYBplingBBYBB,BBYBB,sieve
aesirBYYYBplingBBYBBsieveGGGGG,GGGGG,OKAY
aesirBYYYBplingBBYBY,BBYBY,siege
aesirBYYYBplingBBYBYsiegeGGGGG,GGGGG,OKAY
aesirBYYYBplingBBYYB,BBYYB,aahed
aesirBYYYBplingBBYYBaahedBBBYB,BBBYB,since
aesirBYYYBplingBBYYBaahedBBBYBsinceGGGGG,GGGGG,OKAY
aesirBYYYBplingBBYYBaahedBBBGB,BBBGB,sinew
aesirBYYYBplingBBYYBaahedBBBGBsinewGGGGG,GGGGG,OKAY
aesirBYYYBplingBBYYY,BBYYY,singe
aesirBYYYBplingBBYYYsingeGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGBB,BBGBB,about
aesirBYYYBplingBBGBBaboutBBBBB,BBBBB,shied
aesirBYYYBplingBBGBBaboutBBBBBshiedGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGBBaboutBBBBY,BBBBY,smite
aesirBYYYBplingBBGBBaboutBBBBYsmiteGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGBBaboutBBBBG,BBBBG,exist
aesirBYYYBplingBBGBBaboutBBBBGexistGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGBBaboutBBBYY,BBBYY,suite
aesirBYYYBplingBBGBBaboutBBBYYsuiteGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGBY,BBGBY,guise
aesirBYYYBplingBBGBYguiseGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGYB,BBGYB,aahed
aesirBYYYBplingBBGYBaahedBBBYB,BBBYB,noise
aesirBYYYBplingBBGYBaahedBBBYBnoiseGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGYBaahedBBBYY,BBBYY,snide
aesirBYYYBplingBBGYBaahedBBBYYsnideGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGGB,BBGGB,aahed
aesirBYYYBplingBBGGBaahedBBBYB,BBBYB,swine
aesirBYYYBplingBBGGBaahedBBBYBswineGGGGG,GGGGG,OKAY
aesirBYYYBplingBBGGBaahedBBYYB,BBYYB,shine
aesirBYYYBplingBBGGBaahedBBYYBshineGGGGG,GGGGG,OKAY
aesirBYYYBplingBYYBB,BYYBB,islet
aesirBYYYBplingBYYBBisletGGGGG,GGGGG,OKAY
aesirBYYYBplingBYGBB,BYGBB,smile
aesirBYYYBplingBYGBBsmileGGGGG,GGGGG,OKAY
aesirBYYYBplingBGGBB,BGGBB,ached
aesirBYYYBplingBGGBBachedBBBYB,BBBYB,slime
aesirBYYYBplingBGGBBachedBBBYBslimeGGGGG,GGGGG,OKAY
aesirBYYYBplingBGGBBachedBBBYY,BBBYY,slide
aesirBYYYBplingBGGBBachedBBBYYslideGGGGG,GGGGG,OKAY
aesirBYYYBplingBGGBBachedBYBYB,BYBYB,slice
aesirBYYYBplingBGGBBachedBYBYBsliceGGGGG,GGGGG,OKAY
aesirBYYYBplingYBGBB,YBGBB,ackee
aesirBYYYBplingYBGBBackeeBBBBG,BBBBG,spite
aesirBYYYBplingYBGBBackeeBBBBGspiteGGGGG,GGGGG,OKAY
aesirBYYYBplingYBGBBackeeBBBGB,BBBGB,spied
aesirBYYYBplingYBGBBackeeBBBGBspiedGGGGG,GGGGG,OKAY
aesirBYYYBplingYBGBBackeeBBYBG,BBYBG,spike
aesirBYYYBplingYBGBBackeeBBYBGspikeGGGGG,GGGGG,OKAY
aesirBYYYBplingYBGBBackeeBYBBG,BYBBG,spice
aesirBYYYBplingYBGBBackeeBYBBGspiceGGGGG,GGGGG,OKAY
aesirBYYYBplingYBGYB,YBGYB,snipe
aesirBYYYBplingYBGYBsnipeGGGGG,GGGGG,OKAY
aesirBYYYBplingYBGGB,YBGGB,spine
aesirBYYYBplingYBGGBspineGGGGG,GGGGG,OKAY
aesirBYYYBplingYYGBB,YYGBB,spiel
aesirBYYYBplingYYGBBspielGGGGG,GGGGG,OKAY
aesirBYYYBplingGBGBB,GBGBB,poise
aesirBYYYBplingGBGBBpoiseGGGGG,GGGGG,OKAY
aesirBYYYY,BYYYY,adhan
aesirBYYYYadhanBBBBB,BBBBB,spire
aesirBYYYYadhanBBBBBspireGGGGG,GGGGG,OKAY
aesirBYYYYadhanBBBBY,BBBBY,rinse
aesirBYYYYadhanBBBBYrinseGGGGG,GGGGG,OKAY
aesirBYYYYadhanBBBBG,BBBBG,siren
aesirBYYYYadhanBBBBGsirenGGGGG,GGGGG,OKAY
aesirBYYYYadhanBBYBB,BBYBB,shire
aesirBYYYYadhanBBYBBshireGGGGG,GGGGG,OKAY
aesirBYYYG,BYYYG,skier
aesirBYYYGskierGGGGG,GGGGG,OKAY
aesirBYYGB,BYYGB,aahed
aesirBYYGBaahedBBBYB,BBBYB,stein
aesirBYYGBaahedBBBYBsteinGGGGG,GGGGG,OKAY
aesirBYYGBaahedBBYYB,BBYYB,sheik
aesirBYYGBaahedBBYYBsheikGGGGG,GGGGG,OKAY
aesirBYGBB,BYGBB,acton
aesirBYGBBactonBBBBB,BBBBB,bused
aesirBYGBBactonBBBBBbusedGGGGG,GGGGG,OKAY
aesirBYGBBactonBBBBY,BBBBY,ensue
aesirBYGBBactonBBBBYensueGGGGG,GGGGG,OKAY
aesirBYGBBactonBBBYB,BBBYB,posse
aesirBYGBBactonBBBYBposseGGGGG,GGGGG,OKAY
aesirBYGBBactonBBBYY,BBBYY,nosey
aesirBYGBBactonBBBYYnoseyGGGGG,GGGGG,OKAY
aesirBYGBBactonBBYBB,BBYBB,upset
aesirBYGBBactonBBYBBupsetGGGGG,GGGGG,OKAY
aesirBYGBBactonBBYBY,BBYBY,unset
aesirBYGBBactonBBYBYunsetGGGGG,GGGGG,OKAY
aesirBYGBBactonBBYYY,BBYYY,onset
aesirBYGBBactonBBYYYonsetGGGGG,GGGGG,OKAY
aesirBYGBG,BYGBG,aalii
aesirBYGBGaaliiBBBBB,BBBBB,poser
aesirBYGBGaaliiBBBBBposerGGGGG,GGGGG,OKAY
aesirBYGBGaaliiBBYBB,BBYBB,loser
aesirBYGBGaaliiBBYBBloserGGGGG,GGGGG,OKAY
aesirBYGYB,BYGYB,issue
aesirBYGYBissueGGGGG,GGGGG,OKAY
aesirBYGYY,BYGYY,risen
aesirBYGYYrisenGGGGG,GGGGG,OKAY
aesirBYGYG,BYGYG,amowt
aesirBYGYGamowtBBBBB,BBBBB,riser
aesirBYGYGamowtBBBBBriserGGGGG,GGGGG,OKAY
aesirBYGYGamowtBBBYB,BBBYB,wiser
aesirBYGYGamowtBBBYBwiserGGGGG,GGGGG,OKAY
aesirBYGYGamowtBYBBB,BYBBB,miser
aesirBYGYGamowtBYBBBmiserGGGGG,GGGGG,OKAY
aesirBGBBB,BGBBB,culty
aesirBGBBBcultyBBBBB,BBBBB,adown
aesirBGBBBcultyBBBBBadownBBBBB,BBBBB,femme
aesirBGBBBcultyBBBBBadownBBBBBfemmeGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBBadownBBBBY,BBBBY,penne
aesirBGBBBcultyBBBBBadownBBBBYpenneGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBBadownBBYBY,BBYBY,venom
aesirBGBBBcultyBBBBBadownBBYBYvenomGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBBadownBYBBB,BYBBB,hedge
aesirBGBBBcultyBBBBBadownBYBBBhedgeGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBBadownBYBYB,BYBYB,wedge
aesirBGBBBcultyBBBBBadownBYBYBwedgeGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBBadownBYYBG,BYYBG,demon
aesirBGBBBcultyBBBBBadownBYYBGdemonGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBG,BBBBG,aband
aesirBGBBBcultyBBBBGabandBBBBB,BBBBB,geeky
aesirBGBBBcultyBBBBGabandBBBBBgeekyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBGabandBBBBY,BBBBY,weedy
aesirBGBBBcultyBBBBGabandBBBBYweedyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBGabandBBBYY,BBBYY,needy
aesirBGBBBcultyBBBBGabandBBBYYneedyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBGabandBBBGB,BBBGB,penny
aesirBGBBBcultyBBBBGabandBBBGBpennyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBBGabandBYBBB,BYBBB,beefy
aesirBGBBBcultyBBBBGabandBYBBBbeefyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYB,BBBYB,abbot
aesirBGBBBcultyBBBYBabbotBBBBY,BBBBY,tepee
aesirBGBBBcultyBBBYBabbotBBBBYtepeeGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYBabbotBBBBG,BBBBG,tenet
aesirBGBBBcultyBBBYBabbotBBBBGtenetGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYBabbotBBBYY,BBBYY,tempo
aesirBGBBBcultyBBBYBabbotBBBYYtempoGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYBabbotBBBGY,BBBGY,detox
aesirBGBBBcultyBBBYBabbotBBBGYdetoxGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYBabbotBBBGG,BBBGG,depot
aesirBGBBBcultyBBBYBabbotBBBGGdepotGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYBabbotBYBBG,BYBBG,beget
aesirBGBBBcultyBBBYBabbotBYBBGbegetGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBYG,BBBYG,teddy
aesirBGBBBcultyBBBYGteddyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBGB,BBBGB,aband
aesirBGBBBcultyBBBGBabandBBBBB,BBBBB,teeth
aesirBGBBBcultyBBBGBabandBBBBBteethGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBGBabandBBBBY,BBBBY,depth
aesirBGBBBcultyBBBGBabandBBBBYdepthGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBGBabandBBBYB,BBBYB,tenth
aesirBGBBBcultyBBBGBabandBBBYBtenthGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBGG,BBBGG,aflaj
aesirBGBBBcultyBBBGGaflajBBBBB,BBBBB,petty
aesirBGBBBcultyBBBGGaflajBBBBBpettyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBGGaflajBBBBY,BBBBY,jetty
aesirBGBBBcultyBBBGGaflajBBBBYjettyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBBGGaflajBYBBB,BYBBB,hefty
aesirBGBBBcultyBBBGGaflajBYBBBheftyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBB,BBYBB,above
aesirBGBBBcultyBBYBBaboveBBBBY,BBBBY,jewel
aesirBGBBBcultyBBYBBaboveBBBBYjewelGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBBaboveBBBBG,BBBBG,ledge
aesirBGBBBcultyBBYBBaboveBBBBGledgeGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBBaboveBBBYY,BBBYY,level
aesirBGBBBcultyBBYBBaboveBBBYYlevelGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBBaboveBBYBY,BBYBY,lemon
aesirBGBBBcultyBBYBBaboveBBYBYlemonGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBBaboveBYBBY,BYBBY,bezel
aesirBGBBBcultyBBYBBaboveBYBBYbezelGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBBaboveBYBYY,BYBYY,bevel
aesirBGBBBcultyBBYBBaboveBYBYYbevelGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBG,BBYBG,aargh
aesirBGBBBcultyBBYBGaarghBBBBB,BBBBB,newly
aesirBGBBBcultyBBYBGaarghBBBBBnewlyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYBGaarghBBBGB,BBBGB,leggy
aesirBGBBBcultyBBYBGaarghBBBGBleggyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYYB,BBYYB,betel
aesirBGBBBcultyBBYYBbetelGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBYGG,BBYGG,lefty
aesirBGBBBcultyBBYGGleftyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBB,BBGBB,abmho
aesirBGBBBcultyBBGBBabmhoBBBBB,BBBBB,delve
aesirBGBBBcultyBBGBBabmhoBBBBBdelveGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBBabmhoBBBBY,BBBBY,felon
aesirBGBBBcultyBBGBBabmhoBBBBYfelonGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBBabmhoBBBYG,BBBYG,hello
aesirBGBBBcultyBBGBBabmhoBBBYGhelloGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBBabmhoBBYBB,BBYBB,melee
aesirBGBBBcultyBBGBBabmhoBBYBBmeleeGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBBabmhoBBYBY,BBYBY,melon
aesirBGBBBcultyBBGBBabmhoBBYBYmelonGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBBabmhoBYBBB,BYBBB,belle
aesirBGBBBcultyBBGBBabmhoBYBBBbelleGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBBabmhoBYBBY,BYBBY,below
aesirBGBBBcultyBBGBBabmhoBYBBYbelowGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBG,BBGBG,abaca
aesirBGBBBcultyBBGBGabacaBBBBB,BBBBB,jelly
aesirBGBBBcultyBBGBGabacaBBBBBjellyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBBGBGabacaBYBBB,BYBBB,belly
aesirBGBBBcultyBBGBGabacaBYBBBbellyGGGGG,GGGGG,OKAY
aesirBGBBBcultyBYBBB,BYBBB,aband
aesirBGBBBcultyBYBBBabandBBBYB,BBBYB,venue
aesirBGBBBcultyBYBBBabandBBBYBvenueGGGGG,GGGGG,OKAY
aesirBGBBBcultyBYBBBabandBYBBY,BYBBY,debug
aesirBGBBBcultyBYBBBabandBYBBYdebugGGGGG,GGGGG,OKAY
aesirBGBBBcultyBYBBBabandBYBYB,BYBYB,begun
aesirBGBBBcultyBYBBBabandBYBYBbegunGGGGG,GGGGG,OKAY
aesirBGBBBcultyBYBYB,BYBYB,debut
aesirBGBBBcultyBYBYBdebutGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBB,YBBBB,wheep
aesirBGBBBcultyYBBBBwheepBBYBB,BBYBB,gecko
aesirBGBBBcultyYBBBBwheepBBYBBgeckoGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBBwheepBBYYB,BBYYB,fence
aesirBGBBBcultyYBBBBwheepBBYYBfenceGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBBwheepBBYYY,BBYYY,pence
aesirBGBBBcultyYBBBBwheepBBYYYpenceGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBBwheepBYYBB,BYYBB,bench
aesirBGBBBcultyYBBBBwheepBYYBBbenchGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBBwheepBYYYB,BYYYB,hence
aesirBGBBBcultyYBBBBwheepBYYYBhenceGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBBwheepBYGYB,BYGYB,beech
aesirBGBBBcultyYBBBBwheepBYGYBbeechGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBBwheepGYYBB,GYYBB,wench
aesirBGBBBcultyYBBBBwheepGYYBBwenchGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBBG,YBBBG,decoy
aesirBGBBBcultyYBBBGdecoyGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBBYB,YBBYB,fetch
aesirBGBBBcultyYBBYBfetchGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBYBB,YBYBB,leech
aesirBGBBBcultyYBYBBleechGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBGBB,YBGBB,abaca
aesirBGBBBcultyYBGBBabacaBBBGB,BBBGB,welch
aesirBGBBBcultyYBGBBabacaBBBGBwelchGGGGG,GGGGG,OKAY
aesirBGBBBcultyYBGBBabacaBYBGB,BYBGB,belch
aesirBGBBBcultyYBGBBabacaBYBGBbelchGGGGG,GGGGG,OKAY
aesirBGBBBcultyYYBBB,YYBBB,deuce
aesirBGBBBcultyYYBBBdeuceGGGGG,GGGGG,OKAY
aesirBGBBBcultyGBGBB,GBGBB,cello
aesirBGBBBcultyGBGBBcelloGGGGG,GGGGG,OKAY
aesirBGBBY,BGBBY,corby
aesirBGBBYcorbyBBYBB,BBYBB,advew
aesirBGBBYcorbyBBYBBadvewBBBYB,BBBYB,genre
aesirBGBBYcorbyBBYBBadvewBBBYBgenreGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBBadvewBBBGB,BBBGB,repel
aesirBGBBYcorbyBBYBBadvewBBBGBrepelGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBBadvewBBBGG,BBBGG,renew
aesirBGBBYcorbyBBYBBadvewBBBGGrenewGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBBadvewBBGYB,BBGYB,revue
aesirBGBBYcorbyBBYBBadvewBBGYBrevueGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBBadvewBBGGB,BBGGB,revel
aesirBGBBYcorbyBBYBBadvewBBGGBrevelGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBG,BBYBG,abele
aesirBGBBYcorbyBBYBGabeleBBYBB,BBYBB,retry
aesirBGBBYcorbyBBYBGabeleBBYBBretryGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBGabeleBBYGB,BBYGB,reply
aesirBGBBYcorbyBBYBGabeleBBYGBreplyGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBGabeleBBGBY,BBGBY,reedy
aesirBGBBYcorbyBBYBGabeleBBGBYreedyGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYBGabeleBBGYY,BBGYY,leery
aesirBGBBYcorbyBBYBGabeleBBGYYleeryGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYYB,BBYYB,aahed
aesirBGBBYcorbyBBYYBaahedBBBYB,BBBYB,rebut
aesirBGBBYcorbyBBYYBaahedBBBYBrebutGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBYYBaahedBBBGB,BBBGB,rebel
aesirBGBBYcorbyBBYYBaahedBBBGBrebelGGGGG,GGGGG,OKAY
aesirBGBBYcorbyBBGBB,BBGBB,convo
