current_progress,state,next_word
aesirBBBBBbludyGBYGGbuddyGGGGG,GGGGG,OKAY
aesirBBBBBbludyGBGBB,GBGBB,bough
aesirBBBBBbludyGBGBBboughGGGGG,GGGGG,OKAY
aesirBBBBBbludyGBGYB,GBGYB,bound
aesirBBBBBbludyGBGYBboundGGGGG,GGGGG,OKAY
aesirBBBBBbludyGYYBG,GYYBG,aback
aesirBBBBBbludyGYYBGabackBYBBB,BYBBB,bully
aesirBBBBBbludyGYYBGabackBYBBBbullyGGGGG,GGGGG,OKAY
aesirBBBBBbludyGYYBGabackBYBBY,BYBBY,bulky
aesirBBBBBbludyGYYBGabackBYBBYbulkyGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGBBB,GGBBB,ablow
aesirBBBBBbludyGGBBBablowBYYYB,BYYYB,block
aesirBBBBBbludyGGBBBablowBYYYBblockGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGBBBablowBYYYY,BYYYY,blown
aesirBBBBBbludyGGBBBablowBYYYYblownGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGBBBablowBYYGB,BYYGB,bloom
aesirBBBBBbludyGGBBBablowBYYGBbloomGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGBYB,GGBYB,aband
aesirBBBBBbludyGGBYBabandBYBBG,BYBBG,blood
aesirBBBBBbludyGGBYBabandBYBBGbloodGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGBYBabandBYBGG,BYBGG,blond
aesirBBBBBbludyGGBYBabandBYBGGblondGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGGBB,GGGBB,aarti
aesirBBBBBbludyGGGBBaartiBBBBB,BBBBB,bluff
aesirBBBBBbludyGGGBBaartiBBBBBbluffGGGGG,GGGGG,OKAY
aesirBBBBBbludyGGGBBaartiBBBYB,BBBYB,blunt
aesirBBBBBbludyGGGBBaartiBBBYBbluntGGGGG,GGGGG,OKAY
aesirBBBBY,BBBBY,colon
aesirBBBBYcolonBBBBB,BBBBB,rhumb
aesirBBBBYcolonBBBBBrhumbYBYBB,YBYBB,furry
aesirBBBBYcolonBBBBBrhumbYBYBBfurryGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYBYYB,YBYYB,murky
aesirBBBBYcolonBBBBBrhumbYBYYBmurkyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYBGBB,YBGBB,gruff
aesirBBBBYcolonBBBBBrhumbYBGBBgruffGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYBGGB,YBGGB,trump
aesirBBBBYcolonBBBBBrhumbYBGGBtrumpGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYYBYB,YYBYB,myrrh
aesirBBBBYcolonBBBBBrhumbYYBYBmyrrhGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYYYBB,YYYBB,hurry
aesirBBBBYcolonBBBBBrhumbYYYBBhurryGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYYGBB,YYGBB,truth
aesirBBBBYcolonBBBBBrhumbYYGBBtruthGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbYGYYB,YGYYB,thrum
aesirBBBBYcolonBBBBBrhumbYGYYBthrumGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbGBYBB,GBYBB,ruddy
aesirBBBBYcolonBBBBBrhumbGBYBBruddyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBBrhumbGBYBY,GBYBY,rugby
aesirBBBBYcolonBBBBBrhumbGBYBYrugbyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBY,BBBBY,argot
aesirBBBBYcolonBBBBYargotBYBBG,BYBBG,burnt
aesirBBBBYcolonBBBBYargotBYBBGburntGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBYargotBGBBB,BGBBB,drunk
aesirBBBBYcolonBBBBYargotBGBBBdrunkGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBYargotBGBBY,BGBBY,trunk
aesirBBBBYcolonBBBBYargotBGBBYtrunkGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBYargotBGBBG,BGBBG,brunt
aesirBBBBYcolonBBBBYargotBGBBGbruntGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBYargotBGYBB,BGYBB,wrung
aesirBBBBYcolonBBBBYargotBGYBBwrungGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBBYargotBGYBG,BGYBG,grunt
aesirBBBBYcolonBBBBYargotBGYBGgruntGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBGB,BBBGB,abaca
aesirBBBBYcolonBBBGBabacaBBBBB,BBBBB,throw
aesirBBBBYcolonBBBGBabacaBBBBBthrowGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBBGBabacaBYBBB,BYBBB,throb
aesirBBBBYcolonBBBGBabacaBYBBBthrobGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBYBB,BBYBB,adult
aesirBBBBYcolonBBYBBadultBBBGB,BBBGB,wryly
aesirBBBBYcolonBBYBBadultBBBGBwrylyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBYBBadultBBYGB,BBYGB,burly
aesirBBBBYcolonBBYBBadultBBYGBburlyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBYBBadultBBGYB,BBGYB,blurb
aesirBBBBYcolonBBYBBadultBBGYBblurbGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBYBBadultBBGYG,BBGYG,blurt
aesirBBBBYcolonBBYBBadultBBGYGblurtGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBYBBadultBBGGY,BBGGY,truly
aesirBBBBYcolonBBYBBadultBBGGYtrulyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBBYBBadultBYBGB,BYBGB,dryly
aesirBBBBYcolonBBYBBadultBYBGBdrylyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBB,BYBBB,tubed
aesirBBBBYcolonBYBBBtubedBBBBB,BBBBB,proxy
aesirBBBBYcolonBYBBBtubedBBBBBproxyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedBBBBY,BBBBY,hydro
aesirBBBBYcolonBYBBBtubedBBBBYhydroGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedBBBBG,BBBBG,fjord
aesirBBBBYcolonBYBBBtubedBBBBGfjordGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedBYBBB,BYBBB,group
aesirBBBBYcolonBYBBBtubedBYBBBgroupGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedBYBBG,BYBBG,proud
aesirBBBBYcolonBYBBBtubedBYBBGproudGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedYBBBB,YBBBB,froth
aesirBBBBYcolonBYBBBtubedYBBBBfrothGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedYBYBB,YBYBB,broth
aesirBBBBYcolonBYBBBtubedYBYBBbrothGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedYYBBB,YYBBB,grout
aesirBBBBYcolonBYBBBtubedYYBBBgroutGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedGYBBB,GYBBB,trout
aesirBBBBYcolonBYBBBtubedGYBBBtroutGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBBtubedGGYBB,GGYBB,turbo
aesirBBBBYcolonBYBBBtubedGGYBBturboGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBY,BYBBY,adapt
aesirBBBBYcolonBYBBYadaptBBBBB,BBBBB,wrong
aesirBBBBYcolonBYBBYadaptBBBBBwrongGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBYadaptBBBBG,BBBBG,front
aesirBBBBYcolonBYBBYadaptBBBBGfrontGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBYadaptBBBYB,BBBYB,prong
aesirBBBBYcolonBYBBYadaptBBBYBprongGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBYadaptBYBBB,BYBBB,frond
aesirBBBBYcolonBYBBYadaptBYBBBfrondGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBG,BYBBG,abaft
aesirBBBBYcolonBYBBGabaftBBBBB,BBBBB,aahed
aesirBBBBYcolonBYBBGabaftBBBBBaahedBBBBB,BBBBB,grown
aesirBBBBYcolonBYBBGabaftBBBBBaahedBBBBBgrownGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBGabaftBBBBBaahedBBBBY,BBBBY,drown
aesirBBBBYcolonBYBBGabaftBBBBBaahedBBBBYdrownGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBGabaftBBBBY,BBBBY,thorn
aesirBBBBYcolonBYBBGabaftBBBBYthornGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBGabaftBBBYB,BBBYB,frown
aesirBBBBYcolonBYBBGabaftBBBYBfrownGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBBGabaftBYBBB,BYBBB,brown
aesirBBBBYcolonBYBBGabaftBYBBBbrownGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGB,BYBGB,abamp
aesirBBBBYcolonBYBGBabampBBBBY,BBBBY,proof
aesirBBBBYcolonBYBGBabampBBBBYproofGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGBabampBBBBG,BBBBG,aahed
aesirBBBBYcolonBYBGBabampBBBBGaahedBBBBB,BBBBB,troop
aesirBBBBYcolonBYBGBabampBBBBGaahedBBBBBtroopGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGBabampBBBBGaahedBBBBY,BBBBY,droop
aesirBBBBYcolonBYBGBabampBBBBGaahedBBBBYdroopGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGBabampBBBYB,BBBYB,groom
aesirBBBBYcolonBYBGBabampBBBYBgroomGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGBabampBYBBB,BYBBB,aahed
aesirBBBBYcolonBYBGBabampBYBBBaahedBBBBB,BBBBB,brook
aesirBBBBYcolonBYBGBabampBYBBBaahedBBBBBbrookGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGBabampBYBBBaahedBBBBG,BBBBG,brood
aesirBBBBYcolonBYBGBabampBYBBBaahedBBBBGbroodGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYBGBabampBYBYB,BYBYB,broom
aesirBBBBYcolonBYBGBabampBYBYBbroomGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYYBB,BYYBB,aptly
aesirBBBBYcolonBYYBBaptlyBBBYB,BBBYB,growl
aesirBBBBYcolonBYYBBaptlyBBBYBgrowlGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYYBBaptlyBBBYG,BBBYG,glory
aesirBBBBYcolonBYYBBaptlyBBBYGgloryGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYYBBaptlyBBBGB,BBBGB,droll
aesirBBBBYcolonBYYBBaptlyBBBGBdrollGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYYBBaptlyBBYGB,BBYGB,troll
aesirBBBBYcolonBYYBBaptlyBBYGBtrollGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYYBBaptlyBYBYB,BYBYB,prowl
aesirBBBBYcolonBYYBBaptlyBYBYBprowlGGGGG,GGGGG,OKAY
aesirBBBBYcolonBYYGB,BYYGB,drool
aesirBBBBYcolonBYYGBdroolGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBB,BGBBB,awmry
aesirBBBBYcolonBGBBBawmryBBBYB,BBBYB,aargh
aesirBBBBYcolonBGBBBawmryBBBYBaarghBBYGG,BBYGG,rough
aesirBBBBYcolonBGBBBawmryBBBYBaarghBBYGGroughGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBBBYBaarghBBGBG,BBGBG,forth
aesirBBBBYcolonBGBBBawmryBBBYBaarghBBGBGforthGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBBBYG,BBBYG,forty
aesirBBBBYcolonBGBBBawmryBBBYGfortyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBBBGB,BBBGB,gourd
aesirBBBBYcolonBGBBBawmryBBBGBgourdGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBBYYB,BBYYB,aahed
aesirBBBBYcolonBGBBBawmryBBYYBaahedBBBBB,BBBBB,forum
aesirBBBBYcolonBGBBBawmryBBYYBaahedBBBBBforumGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBBYYBaahedBBYBB,BBYBB,morph
aesirBBBBYcolonBGBBBawmryBBYYBaahedBBYBBmorphGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBYBYB,BYBYB,worth
aesirBBBBYcolonBGBBBawmryBYBYBworthGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBYBYG,BYBYG,aargh
aesirBBBBYcolonBGBBBawmryBYBYGaarghBBYBB,BBYBB,rowdy
aesirBBBBYcolonBGBBBawmryBYBYGaarghBBYBBrowdyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBYBYGaarghBBGBB,BBGBB,wordy
aesirBBBBYcolonBGBBBawmryBYBYGaarghBBGBBwordyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBYBGG,BYBGG,aahed
aesirBBBBYcolonBGBBBawmryBYBGGaahedBBBBB,BBBBB,worry
aesirBBBBYcolonBGBBBawmryBYBGGaahedBBBBBworryGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBBawmryBYBGGaahedBBBBY,BBBBY,dowry
aesirBBBBYcolonBGBBBawmryBYBGGaahedBBBBYdowryGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBY,BGBBY,aargh
aesirBBBBYcolonBGBBYaarghBBYBB,BBYBB,round
aesirBBBBYcolonBGBBYaarghBBYBBroundGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBYaarghBBGBY,BBGBY,horny
aesirBBBBYcolonBGBBYaarghBBGBYhornyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBYaarghBBGBG,BBGBG,north
aesirBBBBYcolonBGBBYaarghBBGBGnorthGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBBG,BGBBG,mourn
aesirBBBBYcolonBGBBGmournGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBYB,BGBYB,aargh
aesirBBBBYcolonBGBYBaarghBBYBB,BBYBB,roomy
aesirBBBBYcolonBGBYBaarghBBYBBroomyGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBYBaarghBBGGB,BBGGB,forgo
aesirBBBBYcolonBGBYBaarghBBGGBforgoGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBGB,BGBGB,robot
aesirBBBBYcolonBGBGBrobotGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGBGG,BGBGG,moron
aesirBBBBYcolonBGBGGmoronGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGYBB,BGYBB,aahed
aesirBBBBYcolonBGYBBaahedBBBBB,BBBBB,lorry
aesirBBBBYcolonBGYBBaahedBBBBBlorryGGGGG,GGGGG,OKAY
aesirBBBBYcolonBGYBBaahedBBBBG,BBBBG,world
aesirBBBBYcolonBGYBBaahedBBBBGworldGGGGG,GGGGG,OKAY
aesirBBBBYcolonYBBBB,YBBBB,truck
aesirBBBBYcolonYBBBBtruckGGGGG,GGGGG,OKAY
aesirBBBBYcolonYBYBB,YBYBB,lurch
aesirBBBBYcolonYBYBBlurchGGGGG,GGGGG,OKAY
aesirBBBBYcolonYYBBB,YYBBB,frock
aesirBBBBYcolonYYBBBfrockGGGGG,GGGGG,OKAY
aesirBBBBYcolonYGBBB,YGBBB,aarti
aesirBBBBYcolonYGBBBaartiBBYBB,BBYBB,rocky
aesirBBBBYcolonYGBBBaartiBBYBBrockyGGGGG,GGGGG,OKAY
aesirBBBBYcolonYGBBBaartiBBGBB,BBGBB,porch
aesirBBBBYcolonYGBBBaartiBBGBBporchGGGGG,GGGGG,OKAY
aesirBBBBYcolonYGBBBaartiBBGYB,BBGYB,torch
aesirBBBBYcolonYGBBBaartiBBGYBtorchGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBBBB,GBBBB,ambry
aesirBBBBYcolonGBBBBambryBBBYY,BBBYY,crypt
aesirBBBBYcolonGBBBBambryBBBYYcryptGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBBBBambryBBBYG,BBBYG,curvy
aesirBBBBYcolonGBBBBambryBBBYGcurvyGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBBBBambryBBBGG,BBBGG,curry
aesirBBBBYcolonGBBBBambryBBBGGcurryGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBBBBambryBYBYB,BYBYB,crump
aesirBBBBYcolonGBBBBambryBYBYBcrumpGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBBBBambryBYYYB,BYYYB,crumb
aesirBBBBYcolonGBBBBambryBYYYBcrumbGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBBBG,GBBBG,churn
aesirBBBBYcolonGBBBGchurnGGGGG,GGGGG,OKAY
aesirBBBBYcolonGBYBB,GBYBB,curly
aesirBBBBYcolonGBYBBcurlyGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBBB,GYBBB,aphid
aesirBBBBYcolonGYBBBaphidBBBBB,BBBBB,crock
aesirBBBBYcolonGYBBBaphidBBBBBcrockGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBBBaphidBBBBG,BBBBG,crowd
aesirBBBBYcolonGYBBBaphidBBBBGcrowdGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBBBaphidBBYBG,BBYBG,chord
aesirBBBBYcolonGYBBBaphidBBYBGchordGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBBBaphidBYBBB,BYBBB,croup
aesirBBBBYcolonGYBBBaphidBYBBBcroupGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBBY,GYBBY,crony
aesirBBBBYcolonGYBBYcronyGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBBG,GYBBG,crown
aesirBBBBYcolonGYBBGcrownGGGGG,GGGGG,OKAY
aesirBBBBYcolonGYBGB,GYBGB,crook
aesirBBBBYcolonGYBGBcrookGGGGG,GGGGG,OKAY
aesirBBBBYcolonGGBBB,GGBBB,court
aesirBBBBYcolonGGBBBcourtGGGGG,GGGGG,OKAY
aesirBBBBYcolonGGBBY,GGBBY,corny
aesirBBBBYcolonGGBBYcornyGGGGG,GGGGG,OKAY
aesirBBBBG,BBBBG,burnt
aesirBBBBGburntBBYBB,BBYBB,aalii
aesirBBBBGburntBBYBBaaliiBBYBB,BBYBB,floor
aesirBBBBGburntBBYBBaaliiBBYBBfloorGGGGG,GGGGG,OKAY
aesirBBBBGburntBBYBBaaliiBBGBB,BBGBB,color
aesirBBBBGburntBBYBBaaliiBBGBBcolorGGGGG,GGGGG,OKAY
aesirBBBBGburntBBYBY,BBYBY,abamp
aesirBBBBGburntBBYBYabampBBBBB,BBBBB,rotor
aesirBBBBGburntBBYBYabampBBBBBrotorGGGGG,GGGGG,OKAY
aesirBBBBGburntBBYBYabampBBBYB,BBBYB,motor
aesirBBBBGburntBBYBYabampBBBYBmotorGGGGG,GGGGG,OKAY
aesirBBBBGburntBBYYB,BBYYB,aahed
aesirBBBBGburntBBYYBaahedBBBBY,BBBBY,donor
aesirBBBBGburntBBYYBaahedBBBBYdonorGGGGG,GGGGG,OKAY
aesirBBBBGburntBBYYBaahedBBYBB,BBYBB,honor
aesirBBBBGburntBBYYBaahedBBYBBhonorGGGGG,GGGGG,OKAY
aesirBBBBGburntBYYBB,BYYBB,aalii
aesirBBBBGburntBYYBBaaliiBBBBB,BBBBB,occur
aesirBBBBGburntBYYBBaaliiBBBBBoccurGGGGG,GGGGG,OKAY
aesirBBBBGburntBYYBBaaliiBBYBB,BBYBB,flour
aesirBBBBGburntBYYBBaaliiBBYBBflourGGGGG,GGGGG,OKAY
aesirBBBBGburntBGYBB,BGYBB,aahed
aesirBBBBGburntBGYBBaahedBBBBB,BBBBB,rumor
aesirBBBBGburntBGYBBaahedBBBBBrumorGGGGG,GGGGG,OKAY
aesirBBBBGburntBGYBBaahedBBYBB,BBYBB,humor
aesirBBBBGburntBGYBBaahedBBYBBhumorGGGGG,GGGGG,OKAY
aesirBBBBGburntBGYBY,BGYBY,abamp
aesirBBBBGburntBGYBYabampBBBBB,BBBBB,tutor
aesirBBBBGburntBGYBYabampBBBBBtutorGGGGG,GGGGG,OKAY
aesirBBBBGburntBGYBYabampBBBYB,BBBYB,tumor
aesirBBBBGburntBGYBYabampBBBYBtumorGGGGG,GGGGG,OKAY
aesirBBBBGburntBGGBB,BGGBB,abaft
aesirBBBBGburntBGGBBabaftBBBBB,BBBBB,juror
aesirBBBBGburntBGGBBabaftBBBBBjurorGGGGG,GGGGG,OKAY
aesirBBBBGburntBGGBBabaftBBBYB,BBBYB,furor
aesirBBBBGburntBGGBBabaftBBBYBfurorGGGGG,GGGGG,OKAY
aesirBBBYB,BBBYB,clint
aesirBBBYBclintBBYBB,BBYBB,bipod
aesirBBBYBclintBBYBBbipodBGBBB,BGBBB,abaft
aesirBBBYBclintBBYBBbipodBGBBBabaftBBBYB,BBBYB,fizzy
aesirBBBYBclintBBYBBbipodBGBBBabaftBBBYBfizzyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGBBBabaftBBBGB,BBBGB,jiffy
aesirBBBYBclintBBYBBbipodBGBBBabaftBBBGBjiffyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGBBY,BGBBY,aargh
aesirBBBYBclintBBYBBbipodBGBBYaarghBBBBB,BBBBB,dizzy
aesirBBBYBclintBBYBBbipodBGBBYaarghBBBBBdizzyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGBBYaarghBBBYB,BBBYB,giddy
aesirBBBYBclintBBYBBbipodBGBBYaarghBBBYBgiddyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGBGY,BGBGY,widow
aesirBBBYBclintBBYBBbipodBGBGYwidowGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGYBB,BGYBB,aargh
aesirBBBYBclintBBYBBbipodBGYBBaarghBBBBB,BBBBB,wimpy
aesirBBBYBclintBBYBBbipodBGYBBaarghBBBBBwimpyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGYBBaarghBBBGB,BBBGB,piggy
aesirBBBYBclintBBYBBbipodBGYBBaarghBBBGBpiggyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGGBB,BGGBB,hippy
aesirBBBYBclintBBYBBbipodBGGBBhippyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodBGGYB,BGGYB,hippo
aesirBBBYBclintBBYBBbipodBGGYBhippoGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBBbipodGGBBY,GGBBY,biddy
aesirBBBYBclintBBYBBbipodGGBBYbiddyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBY,BBYBY,apted
aesirBBBYBclintBBYBYaptedBBYBB,BBYBB,aahed
aesirBBBYBclintBBYBYaptedBBYBBaahedBBBBB,BBBBB,fifty
aesirBBBYBclintBBYBYaptedBBYBBaahedBBBBBfiftyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBYBBaahedBBYBB,BBYBB,fifth
aesirBBBYBclintBBYBYaptedBBYBBaahedBBYBBfifthGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBYBY,BBYBY,width
aesirBBBYBclintBBYBYaptedBBYBYwidthGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBGBB,BBGBB,aback
aesirBBBYBclintBBYBYaptedBBGBBabackBBBBB,BBBBB,witty
aesirBBBYBclintBBYBYaptedBBGBBabackBBBBBwittyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBGBBabackBBBBY,BBBBY,kitty
aesirBBBYBclintBBYBYaptedBBGBBabackBBBBYkittyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBGBBabackBYBBB,BYBBB,bitty
aesirBBBYBclintBBYBYaptedBBGBBabackBYBBBbittyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBGBY,BBGBY,abaya
aesirBBBYBclintBBYBYaptedBBGBYabayaBBBBB,BBBBB,ditto
aesirBBBYBclintBBYBYaptedBBGBYabayaBBBBBdittoGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBBGBYabayaBBBYB,BBBYB,ditty
aesirBBBYBclintBBYBYaptedBBGBYabayaBBBYBdittyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBYaptedBYGBB,BYGBB,pithy
aesirBBBYBclintBBYBYaptedBYGBBpithyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBG,BBYBG,amowt
aesirBBBYBclintBBYBGamowtBBBBG,BBBBG,abaft
aesirBBBYBclintBBYBGamowtBBBBGabaftBBBBG,BBBBG,tight
aesirBBBYBclintBBYBGamowtBBBBGabaftBBBBGtightGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBGamowtBBBBGabaftBBBYG,BBBYG,fight
aesirBBBYBclintBBYBGamowtBBBBGabaftBBBYGfightGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBGamowtBBBYG,BBBYG,wight
aesirBBBYBclintBBYBGamowtBBBYGwightGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBGamowtBBYBG,BBYBG,aargh
aesirBBBYBclintBBYBGamowtBBYBGaarghBBBBB,BBBBB,pivot
aesirBBBYBclintBBYBGamowtBBYBGaarghBBBBBpivotGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBGamowtBBYBGaarghBBBYB,BBBYB,bigot
aesirBBBYBclintBBYBGamowtBBYBGaarghBBBYBbigotGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYBGamowtBYBBG,BYBBG,might
aesirBBBYBclintBBYBGamowtBYBBGmightGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYB,BBYYB,dekko
aesirBBBYBclintBBYYBdekkoBBBBB,BBBBB,fungi
aesirBBBYBclintBBYYBdekkoBBBBBfungiGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoBBBBY,BBBBY,inbox
aesirBBBYBclintBBYYBdekkoBBBBYinboxGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoBBBBG,BBBBG,bingo
aesirBBBYBclintBBYYBdekkoBBBBGbingoGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoBBBGB,BBBGB,pinky
aesirBBBYBclintBBYYBdekkoBBBGBpinkyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoBBYGB,BBYGB,kinky
aesirBBBYBclintBBYYBdekkoBBYGBkinkyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoYBBBB,YBBBB,windy
aesirBBBYBclintBBYYBdekkoYBBBBwindyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoGBBBB,GBBBB,dingy
aesirBBBYBclintBBYYBdekkoGBBBBdingyGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYBdekkoGBBBG,GBBBG,dingo
aesirBBBYBclintBBYYBdekkoGBBBGdingoGGGGG,GGGGG,OKAY
aesirBBBYBclintBBYYY,BBYYY,abamp
aesirBBBYBclintBBYYYabampBBBBB,BBBBB,ninth
aesirBBBYBclintBBYYYabampBBBBBninthGGGGG,GGGGG,OKAY
